,query_id,hit_id,hit_eval,hit_bitscore,hit_description
258,Mass_AKT_Aligned,XP_001423103.1,0.36,16.7,uncharacterized protein GSPATT00000140
259,Mass_AKT_Aligned,XP_001458021.1,0.62,16.0,uncharacterized protein GSPATT00003486
260,Mass_AKT_Aligned,XP_001426490.1,0.71,15.8,uncharacterized protein GSPATT00029723
261,Mass_AKT_Aligned,XP_001449984.1,0.75,15.7,uncharacterized protein GSPATT00016974
262,Mass_AKT_Aligned,XP_001449537.1,0.92,15.4,uncharacterized protein GSPATT00002269
263,Mass_AKT_Aligned,XP_001456873.1,0.93,15.4,uncharacterized protein GSPATT00022648
264,Mass_AKT_Aligned,XP_001453051.1,1.1,15.1,uncharacterized protein GSPATT00019371
265,Mass_AKT_Aligned,XP_001434809.1,1.2,15.1,uncharacterized protein GSPATT00006718
266,Mass_AKT_Aligned,XP_001460337.1,1.2,15.0,uncharacterized protein GSPATT00025677
267,Mass_AKT_Aligned,XP_001454462.1,1.5,14.7,uncharacterized protein GSPATT00020718
268,Mass_AKT_Aligned,XP_001430710.1,1.9,14.3,uncharacterized protein GSPATT00033165
269,Mass_AKT_Aligned,XP_001450390.1,2.0,14.3,uncharacterized protein GSPATT00017350
270,Mass_AKT_Aligned,XP_001444631.1,2.3,14.1,uncharacterized protein GSPATT00012742
271,Mass_AKT_Aligned,XP_001457340.1,4.8,13.0,uncharacterized protein GSPATT00023116
0,Mass_AKT_Aligned,XP_001021794.2,3.8e-68,238.7,Serine/Threonine kinase domain protein
1,Mass_AKT_Aligned,XP_001027507.2,8.8e-68,237.5,Serine/Threonine kinase domain protein
2,Mass_AKT_Aligned,XP_001031415.4,6.5e-66,231.3,Serine/Threonine kinase domain protein
3,Mass_AKT_Aligned,XP_001031387.2,2.7e-59,209.3,Serine/Threonine kinase domain protein
4,Mass_AKT_Aligned,XP_001016385.2,9.2e-59,207.5,Serine/Threonine kinase domain protein
5,Mass_AKT_Aligned,XP_001026768.2,6e-58,204.8,Serine/Threonine kinase domain protein
6,Mass_AKT_Aligned,XP_977242.2,1.8e-57,203.2,Serine/Threonine kinase domain protein
7,Mass_AKT_Aligned,XP_001024711.2,1.9e-55,196.5,Serine/Threonine kinase domain protein
8,Mass_AKT_Aligned,XP_001032442.2,3.6e-55,195.6,Serine/Threonine kinase domain protein
9,Mass_AKT_Aligned,XP_001031797.2,1.6e-54,193.5,Serine/Threonine kinase domain protein
10,Mass_AKT_Aligned,XP_001022619.2,1.2e-47,170.6,Serine/Threonine kinase domain protein
11,Mass_AKT_Aligned,XP_001011879.2,3.3e-47,169.1,Serine/Threonine kinase domain protein
12,Mass_AKT_Aligned,XP_001032147.2,3.7e-47,169.0,Serine/Threonine kinase domain protein
13,Mass_AKT_Aligned,XP_001030934.2,3.7e-47,169.0,Serine/Threonine kinase domain protein
14,Mass_AKT_Aligned,XP_001018806.2,1.7e-45,163.5,Serine/Threonine kinase domain protein
15,Mass_AKT_Aligned,XP_001023881.2,3.4e-45,162.4,Serine/Threonine kinase domain protein
16,Mass_AKT_Aligned,XP_001031819.1,4.2e-45,162.1,Serine/Threonine kinase domain protein
17,Mass_AKT_Aligned,XP_001018324.1,3.3e-43,155.8,Serine/Threonine kinase domain protein
18,Mass_AKT_Aligned,XP_001015245.2,6.9e-43,154.8,Serine/Threonine kinase domain protein
19,Mass_AKT_Aligned,XP_001017463.2,3.2e-40,145.9,Serine/Threonine kinase domain protein
20,Mass_AKT_Aligned,XP_001028087.1,5.6e-40,145.1,Serine/Threonine kinase domain protein
21,Mass_AKT_Aligned,XP_001033178.2,2.2e-38,139.8,Serine/Threonine kinase domain protein
22,Mass_AKT_Aligned,XP_001021623.2,3e-31,116.1,Serine/Threonine kinase domain protein
23,Mass_AKT_Aligned,XP_001031601.2,6.6e-31,115.0,Serine/Threonine kinase domain protein
24,Mass_AKT_Aligned,XP_001007481.2,9.9e-31,114.4,Serine/Threonine kinase domain protein
25,Mass_AKT_Aligned,XP_001024089.3,1.3e-29,110.7,Serine/Threonine kinase domain protein
26,Mass_AKT_Aligned,XP_001032905.2,2.6e-29,109.7,Serine/Threonine kinase domain protein
27,Mass_AKT_Aligned,XP_001011940.1,3.6e-29,109.2,Serine/Threonine kinase domain protein
28,Mass_AKT_Aligned,XP_001027166.1,4.3e-29,109.0,Serine/Threonine kinase domain protein
29,Mass_AKT_Aligned,XP_001032568.2,2.3e-28,106.6,Serine/Threonine kinase domain protein
30,Mass_AKT_Aligned,XP_001033299.2,2.6e-26,99.7,Serine/Threonine kinase domain protein
31,Mass_AKT_Aligned,XP_001024149.3,7.7e-26,98.2,Serine/Threonine kinase domain protein
32,Mass_AKT_Aligned,XP_001019658.2,8.2e-26,98.1,Serine/Threonine kinase domain protein
33,Mass_AKT_Aligned,XP_001026019.1,3e-25,96.2,Serine/Threonine kinase domain protein
34,Mass_AKT_Aligned,XP_001008382.2,2.5e-24,93.1,Serine/Threonine kinase domain protein
35,Mass_AKT_Aligned,XP_001012943.2,2.1e-23,90.0,Serine/Threonine kinase domain protein
36,Mass_AKT_Aligned,XP_001024208.1,1.9e-22,86.9,Serine/Threonine kinase domain protein
37,Mass_AKT_Aligned,XP_001017123.2,6.3e-22,85.2,CGMP-dependent kinase 9-1 [Tetrahymena
38,Mass_AKT_Aligned,XP_001020007.2,2.1e-21,83.4,Serine/Threonine kinase domain protein
39,Mass_AKT_Aligned,XP_001011355.2,3e-21,82.9,Serine/Threonine kinase domain protein
40,Mass_AKT_Aligned,XP_001025559.2,2e-20,80.1,CAMP-dependent kinase catalytic subuni
41,Mass_AKT_Aligned,XP_001029787.2,1.3e-19,77.4,Serine/Threonine kinase domain protein
42,Mass_AKT_Aligned,XP_001021692.2,3.9e-19,75.9,Serine/Threonine kinase domain protein
43,Mass_AKT_Aligned,XP_001013155.2,7.8e-19,74.9,Serine/Threonine kinase domain protein
44,Mass_AKT_Aligned,XP_001023361.2,1.2e-14,60.9,Serine/Threonine kinase domain protein
45,Mass_AKT_Aligned,XP_001023073.3,1.6e-14,60.6,CGMP-dependent kinase 5-1 [Tetrahymena
46,Mass_AKT_Aligned,XP_001022255.1,1.6e-14,60.5,Serine/Threonine kinase domain protein
47,Mass_AKT_Aligned,XP_001018695.2,3.3e-14,59.5,Serine/Threonine kinase domain protein
48,Mass_AKT_Aligned,XP_001012302.2,6e-14,58.6,CGMP-dependent kinase 9-1 [Tetrahymena
49,Mass_AKT_Aligned,XP_001023012.1,6.3e-14,58.6,Serine/Threonine kinase domain protein
50,Mass_AKT_Aligned,XP_001013141.2,9.5e-10,44.7,Serine/Threonine kinase domain protein
51,Mass_AKT_Aligned,XP_977055.3,1.1e-09,44.5,Serine/Threonine kinase domain protein
52,Mass_AKT_Aligned,XP_001018185.1,2.6e-09,43.2,Serine/Threonine kinase domain protein
53,Mass_AKT_Aligned,XP_001014648.2,2.5e-08,40.0,CGMP-dependent kinase 5-1 [Tetrahymena
54,Mass_AKT_Aligned,XP_001031842.1,7.7e-08,38.4,CGMP-dependent kinase 5-1 [Tetrahymena
55,Mass_AKT_Aligned,XP_001025156.2,7.7e-07,35.0,Serine/Threonine kinase domain protein
56,Mass_AKT_Aligned,XP_012651089.1,1.5e-06,34.0,CGMP-dependent kinase 5-1 [Tetrahymena
57,Mass_AKT_Aligned,XP_001032227.2,5.8e-06,32.1,Serine/Threonine kinase domain protein
58,Mass_AKT_Aligned,XP_001016569.3,1.2e-05,31.1,phosphoinositide-dependent kinase [Tet
59,Mass_AKT_Aligned,XP_001033190.2,8e-05,28.3,CGMP-dependent kinase 5-1 [Tetrahymena
60,Mass_AKT_Aligned,XP_001031997.2,0.00035,26.2,Serine/Threonine kinase domain protein
61,Mass_AKT_Aligned,XP_001015574.2,0.0014,24.2,Serine/Threonine kinase domain protein
62,Mass_AKT_Aligned,XP_001028159.2,0.0041,22.6,Serine/Threonine kinase domain protein
63,Mass_AKT_Aligned,XP_001033361.3,0.026,20.0,Serine/Threonine kinase domain protein
64,Mass_AKT_Aligned,XP_001022919.3,0.095,18.1,calcium-dependent kinase [Tetrahymena
65,Mass_AKT_Aligned,XP_001024087.2,0.095,18.1,CAMP-dependent kinase catalytic subuni
66,Mass_AKT_Aligned,XP_001024422.2,0.31,16.4,Serine/Threonine kinase domain protein
0,Mass_AKT_Aligned,XP_042926799.1,1.1e-32,120.5,uncharacterized protein CHLRE_02g07690
1,Mass_AKT_Aligned,XP_042917497.1,6.9e-30,111.1,uncharacterized protein CHLRE_13g57920
2,Mass_AKT_Aligned,XP_042926603.1,2e-24,93.0,uncharacterized protein CHLRE_03g19905
3,Mass_AKT_Aligned,XP_042928534.1,5.6e-22,84.8,uncharacterized protein CHLRE_01g02985
4,Mass_AKT_Aligned,XP_001697887.2,1.7e-17,69.9,uncharacterized protein CHLRE_16g66320
5,Mass_AKT_Aligned,XP_001699230.2,3.7e-15,62.2,uncharacterized protein CHLRE_16g66980
6,Mass_AKT_Aligned,XP_042924431.1,1.1e-13,57.3,uncharacterized protein CHLRE_06g30695
7,Mass_AKT_Aligned,XP_042917954.1,5.5e-09,41.7,uncharacterized protein CHLRE_12g49325
8,Mass_AKT_Aligned,XP_042926604.1,0.42,15.5,uncharacterized protein CHLRE_03g19900
0,Mass_AKT_Aligned,XP_002500126.1,5.4e-53,186.9,hypothetical protein MICPUN_56023 [Mic
1,Mass_AKT_Aligned,XP_002506490.1,6.5e-28,103.6,cgmp-dependent protein kinase [Micromo
2,Mass_AKT_Aligned,XP_002506253.1,2.5e-16,65.2,predicted protein [Micromonas commoda]
3,Mass_AKT_Aligned,XP_002503237.1,3e-10,45.0,predicted protein [Micromonas commoda]
0,Mass_AKT_Aligned,XP_817377.1,6.7e-71,247.4,"rac serine-threonine kinase, putative"
1,Mass_AKT_Aligned,XP_815140.1,2e-70,245.8,"rac serine-threonine kinase, putative"
2,Mass_AKT_Aligned,XP_809943.1,4.4e-54,191.5,"rac serine-threonine kinase, putative"
3,Mass_AKT_Aligned,XP_819033.1,2.6e-34,125.8,"protein kinase, putative [Trypanosoma"
4,Mass_AKT_Aligned,XP_820852.1,3.5e-31,115.4,"serine/threonine protein kinase, putat"
5,Mass_AKT_Aligned,XP_821623.1,8.5e-24,90.9,protein kinase A catalytic subunit iso
6,Mass_AKT_Aligned,XP_809454.1,5.9e-22,84.8,"protein kinase A catalytic subunit, pu"
7,Mass_AKT_Aligned,XP_821620.1,0.0008,24.5,protein kinase A catalytic subunit iso
0,Mass_AKT_Aligned,XP_003862279.1,2.1e-30,111.6,zinc finger protein kinase-like [Leish
1,Mass_AKT_Aligned,XP_003862798.1,4.6e-29,107.1,"rac serine-threonine kinase, putative"
2,Mass_AKT_Aligned,XP_003860122.1,1.5e-19,75.5,protein kinase A catalytic subunit [Le
3,Mass_AKT_Aligned,XP_003861575.1,1.5e-10,45.6,"serine/threonine-protein kinase, putat"
0,Mass_AKT_Aligned,XP_044556707.1,8.9e-96,329.5,uncharacterized protein FDP41_009688 [
1,Mass_AKT_Aligned,XP_044556756.1,2.7e-87,301.3,uncharacterized protein FDP41_009737 [
2,Mass_AKT_Aligned,XP_044567202.1,9.4e-62,216.5,uncharacterized protein FDP41_011419 [
3,Mass_AKT_Aligned,XP_044563312.1,2.2e-49,175.4,uncharacterized protein FDP41_002419 [
4,Mass_AKT_Aligned,XP_044561932.1,5.3e-35,127.6,uncharacterized protein FDP41_003872 [
5,Mass_AKT_Aligned,XP_044561606.1,6.7e-32,117.3,uncharacterized protein FDP41_004188 [
6,Mass_AKT_Aligned,XP_044566821.1,1.1e-09,43.6,uncharacterized protein FDP41_011969 [
7,Mass_AKT_Aligned,XP_044563948.1,6.1e-06,31.1,uncharacterized protein FDP41_001578 [
8,Mass_AKT_Aligned,XP_044569769.1,1.2e-05,30.1,uncharacterized protein FDP41_000095 [
0,Mass_AKT_Aligned,XP_001707242.1,3e-33,120.3,"Kinase, AGC Akt [Giardia intestinalis]"
1,Mass_AKT_Aligned,XP_001704119.1,6.5e-17,66.1,"Kinase, AGC PKA [Giardia intestinalis]"
0,Mass_AKT_Aligned,XP_067766695.1,2.5e-27,101.5,"Kinase, AGC Akt [Spironucleus salmonic"
1,Mass_AKT_Aligned,XP_067763007.1,6.2e-05,27.1,"Kinase, AGC [Spironucleus salmonicida]"
0,Mass_AKT_Aligned,XP_001329056.1,6.8e-94,325.6,ribosomal protein S6 kinase family [Tr
1,Mass_AKT_Aligned,XP_001579736.1,6.3e-82,285.9,ribosomal protein S6 kinase family [Tr
2,Mass_AKT_Aligned,XP_001310870.1,5.2e-78,272.9,ribosomal protein S6 kinase family [Tr
3,Mass_AKT_Aligned,XP_001325115.1,1.9e-75,264.4,STKc AGC domain-containing protein [Tr
4,Mass_AKT_Aligned,XP_001308557.1,3.5e-75,263.5,STKc AGC domain-containing protein [Tr
5,Mass_AKT_Aligned,XP_001306996.1,3.7e-74,260.1,glycogen cell differentiation involved
6,Mass_AKT_Aligned,XP_001313212.1,1.5e-61,218.2,glycogen cell differentiation involved
7,Mass_AKT_Aligned,XP_001321016.1,7.2e-52,186.0,STKc AGC domain-containing protein [Tr
8,Mass_AKT_Aligned,XP_001316333.1,7.6e-52,186.0,STKc AGC domain-containing protein [Tr
9,Mass_AKT_Aligned,XP_001301129.1,2e-45,164.6,protein serine/threonine kinase protei
10,Mass_AKT_Aligned,XP_001327610.1,1.2e-44,162.0,STKc AGC domain-containing protein [Tr
11,Mass_AKT_Aligned,XP_001579836.1,2.2e-42,154.5,STKc AGC domain-containing protein [Tr
12,Mass_AKT_Aligned,XP_001579099.1,2.2e-42,154.5,protein serine/threonine kinase protei
13,Mass_AKT_Aligned,XP_001319861.1,2e-41,151.4,protein serine/threonine kinase protei
14,Mass_AKT_Aligned,XP_001310013.1,3e-40,147.4,protein serine/threonine kinase protei
15,Mass_AKT_Aligned,XP_001314983.1,5.7e-40,146.5,protein serine/threonine kinase protei
16,Mass_AKT_Aligned,XP_001321160.1,3e-39,144.1,protein serine/threonine kinase protei
17,Mass_AKT_Aligned,XP_001583654.1,5.9e-38,139.8,STKc AGC domain-containing protein [Tr
18,Mass_AKT_Aligned,XP_001325461.1,9.2e-38,139.2,protein serine/threonine kinase protei
19,Mass_AKT_Aligned,XP_001321801.1,2.8e-37,137.6,protein serine/threonine kinase protei
20,Mass_AKT_Aligned,XP_001584133.1,5.5e-37,136.6,STKc AGC domain-containing protein [Tr
21,Mass_AKT_Aligned,XP_051089107.1,1.4e-36,135.2,protein serine/threonine kinase protei
22,Mass_AKT_Aligned,XP_001308206.1,1.8e-36,134.9,protein serine/threonine kinase protei
23,Mass_AKT_Aligned,XP_001324743.1,4.6e-35,130.2,protein serine/threonine kinase protei
24,Mass_AKT_Aligned,XP_001318707.1,7.7e-34,126.1,protein kinase C protein [Trichomonas
25,Mass_AKT_Aligned,XP_001301666.1,1.6e-33,125.1,protein serine/threonine kinase protei
26,Mass_AKT_Aligned,XP_001327706.1,3e-33,124.2,STKc AGC domain-containing protein [Tr
27,Mass_AKT_Aligned,XP_001324272.1,3.9e-33,123.8,protein serine/threonine kinase protei
28,Mass_AKT_Aligned,XP_001321214.1,9.2e-33,122.6,glycogen cell differentiation involved
29,Mass_AKT_Aligned,XP_001307559.1,1.3e-32,122.0,protein serine/threonine kinase protei
30,Mass_AKT_Aligned,XP_001306832.1,2.1e-32,121.3,protein serine/threonine kinase protei
31,Mass_AKT_Aligned,XP_001315230.1,3e-31,117.5,protein serine/threonine kinase protei
32,Mass_AKT_Aligned,XP_001302155.1,1.6e-30,115.1,protein serine/threonine kinase protei
33,Mass_AKT_Aligned,XP_001314210.1,7e-29,109.7,protein serine/threonine kinase protei
34,Mass_AKT_Aligned,XP_001322995.1,1.3e-28,108.8,protein serine/threonine kinase protei
35,Mass_AKT_Aligned,XP_001301207.1,6.3e-26,99.9,protein serine/threonine kinase protei
36,Mass_AKT_Aligned,XP_001306155.1,4.5e-25,97.0,protein serine/threonine kinase protei
37,Mass_AKT_Aligned,XP_001316350.1,5e-25,96.9,protein serine/threonine kinase protei
38,Mass_AKT_Aligned,XP_001323146.1,1.7e-24,95.1,protein serine/threonine kinase protei
39,Mass_AKT_Aligned,XP_001323345.1,3.3e-23,90.8,STKc MAST like domain-containing prote
40,Mass_AKT_Aligned,XP_001583331.1,2.3e-21,84.7,protein serine/threonine kinase protei
41,Mass_AKT_Aligned,XP_001327902.2,5e-20,80.3,peptidyl-serine phosphorylation [Trich
42,Mass_AKT_Aligned,XP_001314667.1,3.1e-18,74.3,STKc MAST like domain-containing prote
43,Mass_AKT_Aligned,XP_001302695.1,3.7e-18,74.0,protein serine/threonine kinase protei
44,Mass_AKT_Aligned,XP_001313044.1,3.8e-18,74.0,STKc MAST like domain-containing prote
45,Mass_AKT_Aligned,XP_001306386.1,8.2e-17,69.6,STKc MAST like domain-containing prote
46,Mass_AKT_Aligned,XP_001302862.1,1.1e-16,69.1,protein serine/threonine kinase protei
47,Mass_AKT_Aligned,XP_001580304.1,1.8e-16,68.4,protein serine/threonine kinase protei
48,Mass_AKT_Aligned,XP_001310602.1,7.4e-16,66.4,STKc MAST like domain-containing prote
49,Mass_AKT_Aligned,XP_001330025.1,2e-15,64.9,STKc MAST like domain-containing prote
50,Mass_AKT_Aligned,XP_001293786.2,2.1e-13,58.3,peptidyl-serine phosphorylation [Trich
51,Mass_AKT_Aligned,XP_001308841.2,3.4e-13,57.6,peptidyl-serine phosphorylation [Trich
52,Mass_AKT_Aligned,XP_001311729.1,7.3e-13,56.5,STKc MAST like domain-containing prote
53,Mass_AKT_Aligned,XP_001302949.1,1.5e-12,55.4,protein serine/threonine kinase protei
54,Mass_AKT_Aligned,XP_001297291.1,2.1e-11,51.6,STKc MAST like domain-containing prote
55,Mass_AKT_Aligned,XP_001314461.1,1.4e-09,45.6,STKc MAST like domain-containing prote
56,Mass_AKT_Aligned,XP_001303078.1,1.8e-08,41.9,protein kinase C protein [Trichomonas
57,Mass_AKT_Aligned,XP_001320042.1,8.3e-06,33.0,STKc MAST like domain-containing prote
58,Mass_AKT_Aligned,XP_001583592.1,0.0001,29.4,STKc ROCK NDR like domain-containing p
59,Mass_AKT_Aligned,XP_001298294.1,0.00045,27.3,protein serine/threonine kinase protei
0,Mass_AKT_Aligned,NP_001287353.1,8.5e-231,779.2,"Akt kinase, isoform D [Drosophila mela"
1,Mass_AKT_Aligned,NP_001287354.1,8.5e-231,779.2,"Akt kinase, isoform E [Drosophila mela"
2,Mass_AKT_Aligned,NP_732113.3,8.5e-231,779.2,"Akt kinase, isoform C [Drosophila mela"
3,Mass_AKT_Aligned,NP_732114.1,8.5e-231,779.2,"Akt kinase, isoform A [Drosophila mela"
4,Mass_AKT_Aligned,NP_732115.1,8.5e-231,779.2,"Akt kinase, isoform B [Drosophila mela"
5,Mass_AKT_Aligned,NP_001188895.1,2.7e-90,312.5,"protein kinase N, isoform J [Drosophil"
6,Mass_AKT_Aligned,NP_001188896.1,2.7e-90,312.5,"protein kinase N, isoform K [Drosophil"
7,Mass_AKT_Aligned,NP_001188897.3,2.7e-90,312.5,"protein kinase N, isoform S [Drosophil"
8,Mass_AKT_Aligned,NP_001246221.1,2.7e-90,312.5,"protein kinase N, isoform L [Drosophil"
9,Mass_AKT_Aligned,NP_001246220.1,2.7e-90,312.5,"protein kinase N, isoform M [Drosophil"
10,Mass_AKT_Aligned,NP_001286241.1,2.7e-90,312.5,"protein kinase N, isoform N [Drosophil"
11,Mass_AKT_Aligned,NP_788294.1,2.7e-90,312.5,"protein kinase N, isoform E [Drosophil"
12,Mass_AKT_Aligned,NP_001163095.1,3.6e-89,308.7,"protein kinase N, isoform H [Drosophil"
13,Mass_AKT_Aligned,NP_788290.1,3.6e-89,308.7,"protein kinase N, isoform B [Drosophil"
14,Mass_AKT_Aligned,NP_788292.1,3.6e-89,308.7,"protein kinase N, isoform F [Drosophil"
15,Mass_AKT_Aligned,NP_001097237.1,5e-89,308.2,"protein kinase N, isoform G [Drosophil"
16,Mass_AKT_Aligned,NP_001286243.1,5e-89,308.2,"protein kinase N, isoform P [Drosophil"
17,Mass_AKT_Aligned,NP_001286244.1,5e-89,308.2,"protein kinase N, isoform Q [Drosophil"
18,Mass_AKT_Aligned,NP_788291.1,5e-89,308.2,"protein kinase N, isoform C [Drosophil"
19,Mass_AKT_Aligned,NP_788293.2,5e-89,308.2,"protein kinase N, isoform D [Drosophil"
20,Mass_AKT_Aligned,NP_001286242.1,2.7e-88,305.8,"protein kinase N, isoform O [Drosophil"
21,Mass_AKT_Aligned,NP_001163767.1,2.4e-86,299.4,"protein C kinase 98E, isoform B [Droso"
22,Mass_AKT_Aligned,NP_001287576.1,2.4e-86,299.4,"protein C kinase 98E, isoform C [Droso"
23,Mass_AKT_Aligned,NP_001287577.1,2.4e-86,299.4,"protein C kinase 98E, isoform D [Droso"
24,Mass_AKT_Aligned,NP_524545.2,2.4e-86,299.4,"protein C kinase 98E, isoform A [Droso"
25,Mass_AKT_Aligned,NP_001097350.1,1e-81,283.9,"protein C kinase 53E, isoform C [Droso"
26,Mass_AKT_Aligned,NP_001246377.1,1e-81,283.9,"protein C kinase 53E, isoform D [Droso"
27,Mass_AKT_Aligned,NP_001246378.1,1e-81,283.9,"protein C kinase 53E, isoform E [Droso"
28,Mass_AKT_Aligned,NP_001261035.1,1e-81,283.9,"protein C kinase 53E, isoform F [Droso"
29,Mass_AKT_Aligned,NP_476682.1,1e-81,283.9,"protein C kinase 53E, isoform A [Droso"
30,Mass_AKT_Aligned,NP_725626.1,1e-81,283.9,"protein C kinase 53E, isoform B [Droso"
31,Mass_AKT_Aligned,NP_001138191.1,1.7e-79,276.6,"protein kinase C delta, isoform D [Dro"
32,Mass_AKT_Aligned,NP_511171.3,1.7e-79,276.6,"protein kinase C delta, isoform C [Dro"
33,Mass_AKT_Aligned,NP_001260985.1,2.1e-79,276.3,"atypical protein kinase C, isoform K ["
34,Mass_AKT_Aligned,NP_001188939.1,9.7e-79,274.1,"atypical protein kinase C, isoform G ["
35,Mass_AKT_Aligned,NP_001260984.1,9.7e-79,274.1,"atypical protein kinase C, isoform J ["
36,Mass_AKT_Aligned,NP_001036543.1,1.1e-78,273.8,"atypical protein kinase C, isoform E ["
37,Mass_AKT_Aligned,NP_001036541.1,6.8e-78,271.3,"atypical protein kinase C, isoform C ["
38,Mass_AKT_Aligned,NP_524892.2,6.8e-78,271.3,"atypical protein kinase C, isoform A ["
39,Mass_AKT_Aligned,NP_001036542.1,1.2e-77,270.4,"atypical protein kinase C, isoform F ["
40,Mass_AKT_Aligned,NP_001260987.1,1.2e-77,270.4,"atypical protein kinase C, isoform M ["
41,Mass_AKT_Aligned,NP_001260986.1,1.2e-77,270.4,"atypical protein kinase C, isoform L ["
42,Mass_AKT_Aligned,NP_572797.3,2.9e-77,269.2,"protein kinase C delta, isoform E [Dro"
43,Mass_AKT_Aligned,NP_001036544.1,5.1e-71,248.4,"atypical protein kinase C, isoform B ["
44,Mass_AKT_Aligned,NP_001036545.1,3e-70,245.9,"atypical protein kinase C, isoform D ["
45,Mass_AKT_Aligned,NP_001188941.1,7.9e-67,234.5,"atypical protein kinase C, isoform I ["
46,Mass_AKT_Aligned,NP_476863.1,4.5e-62,218.7,inactivation no afterpotential C [Dros
47,Mass_AKT_Aligned,NP_001261450.1,8.4e-59,207.8,"ribosomal protein S6 kinase, isoform B"
48,Mass_AKT_Aligned,NP_523941.2,8.4e-59,207.8,"ribosomal protein S6 kinase, isoform A"
49,Mass_AKT_Aligned,NP_524097.2,1.2e-57,203.9,"protein kinase, cAMP-dependent, cataly"
50,Mass_AKT_Aligned,NP_730083.2,1.2e-57,203.9,"protein kinase, cAMP-dependent, cataly"
51,Mass_AKT_Aligned,NP_001259779.1,4e-57,202.3,"ribosomal protein S6 kinase II, isofor"
52,Mass_AKT_Aligned,NP_523437.2,4e-57,202.3,"ribosomal protein S6 kinase II, isofor"
53,Mass_AKT_Aligned,NP_001261697.1,8e-45,161.4,"JIL-1 kinase, isoform C [Drosophila me"
54,Mass_AKT_Aligned,NP_648432.1,8e-45,161.4,"JIL-1 kinase, isoform B [Drosophila me"
55,Mass_AKT_Aligned,NP_729661.1,8e-45,161.4,"JIL-1 kinase, isoform A [Drosophila me"
56,Mass_AKT_Aligned,NP_001261884.1,3.8e-34,125.9,"drop out, isoform B [Drosophila melano"
57,Mass_AKT_Aligned,NP_648778.1,3.8e-34,125.9,"drop out, isoform A [Drosophila melano"
58,Mass_AKT_Aligned,NP_001036438.1,3.2e-29,109.6,"G protein-coupled receptor kinase 1, i"
59,Mass_AKT_Aligned,NP_001163051.1,3.2e-29,109.6,"G protein-coupled receptor kinase 1, i"
60,Mass_AKT_Aligned,NP_001286135.1,3.2e-29,109.6,"G protein-coupled receptor kinase 1, i"
61,Mass_AKT_Aligned,NP_476977.1,4.6e-25,95.8,"protein kinase, cAMP-dependent, cataly"
62,Mass_AKT_Aligned,NP_723479.1,4.6e-25,95.8,"protein kinase, cAMP-dependent, cataly"
63,Mass_AKT_Aligned,NP_995672.1,4.6e-25,95.8,"protein kinase, cAMP-dependent, cataly"
64,Mass_AKT_Aligned,NP_001014464.1,4.9e-25,95.7,"foraging, isoform J [Drosophila melano"
65,Mass_AKT_Aligned,NP_001162858.1,4.9e-25,95.7,"foraging, isoform K [Drosophila melano"
66,Mass_AKT_Aligned,NP_001334731.1,4.9e-25,95.7,"foraging, isoform L [Drosophila melano"
67,Mass_AKT_Aligned,NP_001356892.1,4.9e-25,95.7,"foraging, isoform M [Drosophila melano"
68,Mass_AKT_Aligned,NP_001356896.1,4.9e-25,95.7,"foraging, isoform N [Drosophila melano"
69,Mass_AKT_Aligned,NP_001356955.1,4.9e-25,95.7,"foraging, isoform O [Drosophila melano"
70,Mass_AKT_Aligned,NP_477487.1,4.9e-25,95.7,"foraging, isoform A [Drosophila melano"
71,Mass_AKT_Aligned,NP_477489.1,4.9e-25,95.7,"foraging, isoform C [Drosophila melano"
72,Mass_AKT_Aligned,NP_477490.1,4.9e-25,95.7,"foraging, isoform E [Drosophila melano"
73,Mass_AKT_Aligned,NP_599146.1,4.9e-25,95.7,"foraging, isoform D [Drosophila melano"
74,Mass_AKT_Aligned,NP_995628.1,4.9e-25,95.7,"foraging, isoform H [Drosophila melano"
75,Mass_AKT_Aligned,NP_995626.1,4.9e-25,95.7,"foraging, isoform I [Drosophila melano"
76,Mass_AKT_Aligned,NP_995629.1,4.9e-25,95.7,"foraging, isoform G [Drosophila melano"
77,Mass_AKT_Aligned,NP_609349.1,2.8e-21,83.2,"uncharacterized protein Dmel_CG4839, i"
78,Mass_AKT_Aligned,NP_723525.1,2.8e-21,83.2,"uncharacterized protein Dmel_CG4839, i"
79,Mass_AKT_Aligned,NP_477213.1,9.7e-20,78.1,"protein kinase, cGMP-dependent at 21D"
80,Mass_AKT_Aligned,NP_001263143.1,3.7e-17,69.5,"G protein-coupled receptor kinase 2, i"
81,Mass_AKT_Aligned,NP_476867.1,3.7e-17,69.5,"G protein-coupled receptor kinase 2, i"
82,Mass_AKT_Aligned,NP_733403.1,5.8e-14,58.9,warts [Drosophila melanogaster]
83,Mass_AKT_Aligned,NP_995893.1,1.9e-10,47.2,"par-1, isoform H [Drosophila melanogas"
84,Mass_AKT_Aligned,NP_523837.2,7e-10,45.3,genghis khan [Drosophila melanogaster]
85,Mass_AKT_Aligned,NP_001163211.1,2.1e-09,43.8,"par-1, isoform T [Drosophila melanogas"
86,Mass_AKT_Aligned,NP_001163208.1,5.8e-09,42.3,"par-1, isoform P [Drosophila melanogas"
87,Mass_AKT_Aligned,NP_733397.2,1.4e-08,41.0,"protein kinase, cAMP-dependent, cataly"
