,query_id,hit_id,hit_eval,hit_bitscore,hit_description
108,Mass_AKT_Aligned,XP_042918154.1,3.2e-05,29.2,uncharacterized protein CHLRE_12g50890
109,Mass_AKT_Aligned,XP_001691553.1,3.9e-05,28.9,uncharacterized protein CHLRE_17g70765
110,Mass_AKT_Aligned,XP_001695033.1,4.7e-05,28.6,uncharacterized protein CHLRE_09g38720
111,Mass_AKT_Aligned,XP_042922526.1,5.3e-05,28.5,uncharacterized protein CHLRE_07g31985
112,Mass_AKT_Aligned,XP_042916517.1,5.4e-05,28.4,uncharacterized protein CHLRE_15g64110
113,Mass_AKT_Aligned,XP_001702790.2,6.3e-05,28.2,uncharacterized protein CHLRE_10g41945
114,Mass_AKT_Aligned,XP_001699929.2,0.00013,27.1,uncharacterized protein CHLRE_02g11085
115,Mass_AKT_Aligned,XP_042924305.1,0.00014,27.1,uncharacterized protein CHLRE_06g30100
116,Mass_AKT_Aligned,XP_001696965.1,0.00014,27.1,uncharacterized protein CHLRE_12g52955
117,Mass_AKT_Aligned,XP_042919130.1,0.00016,26.9,uncharacterized protein CHLRE_12g54455
118,Mass_AKT_Aligned,XP_001692196.2,0.00016,26.8,uncharacterized protein CHLRE_04g22320
119,Mass_AKT_Aligned,XP_001697750.2,0.00018,26.7,uncharacterized protein CHLRE_05g23545
120,Mass_AKT_Aligned,XP_042925417.1,0.00018,26.7,uncharacterized protein CHLRE_04g22880
121,Mass_AKT_Aligned,XP_001702573.2,0.00022,26.4,uncharacterized protein CHLRE_10g42470
122,Mass_AKT_Aligned,XP_042916102.1,0.00025,26.2,uncharacterized protein CHLRE_16g67575
123,Mass_AKT_Aligned,XP_042917864.1,0.00026,26.2,uncharacterized protein CHLRE_13g60660
124,Mass_AKT_Aligned,XP_042926747.1,0.00027,26.1,uncharacterized protein CHLRE_02g07437
125,Mass_AKT_Aligned,XP_042916159.1,0.0003,26.0,uncharacterized protein CHLRE_16g67260
126,Mass_AKT_Aligned,XP_042914686.1,0.00036,25.7,uncharacterized protein CHLRE_17g71945
127,Mass_AKT_Aligned,XP_042916192.1,0.00039,25.6,uncharacterized protein CHLRE_16g67417
128,Mass_AKT_Aligned,XP_001692075.2,0.00042,25.5,uncharacterized protein CHLRE_16g68365
129,Mass_AKT_Aligned,XP_042928839.1,0.00043,25.4,uncharacterized protein CHLRE_01g04865
130,Mass_AKT_Aligned,XP_042916237.1,0.00048,25.3,uncharacterized protein CHLRE_16g67989
131,Mass_AKT_Aligned,XP_001690141.1,0.00052,25.2,uncharacterized protein CHLRE_01g04015
132,Mass_AKT_Aligned,XP_001695123.2,0.00056,25.1,uncharacterized protein CHLRE_09g40325
133,Mass_AKT_Aligned,XP_042917210.1,0.0007,24.7,uncharacterized protein CHLRE_13g56450
134,Mass_AKT_Aligned,XP_001691537.2,0.00076,24.6,uncharacterized protein CHLRE_17g70950
135,Mass_AKT_Aligned,XP_042918834.1,0.00089,24.4,uncharacterized protein CHLRE_12g56066
136,Mass_AKT_Aligned,XP_042927253.1,0.001,24.2,uncharacterized protein CHLRE_02g09530
137,Mass_AKT_Aligned,XP_042921272.1,0.0013,23.9,uncharacterized protein CHLRE_09g39606
138,Mass_AKT_Aligned,XP_042918152.1,0.0023,23.0,uncharacterized protein CHLRE_12g50900
139,Mass_AKT_Aligned,XP_042916917.1,0.0024,23.0,uncharacterized protein CHLRE_14g62395
140,Mass_AKT_Aligned,XP_042916918.1,0.0024,23.0,uncharacterized protein CHLRE_14g62395
141,Mass_AKT_Aligned,XP_042920743.1,0.0024,22.9,uncharacterized protein CHLRE_09g40405
142,Mass_AKT_Aligned,XP_042928909.1,0.0028,22.7,uncharacterized protein CHLRE_01g05285
143,Mass_AKT_Aligned,XP_001691198.2,0.0038,22.3,uncharacterized protein CHLRE_06g31010
144,Mass_AKT_Aligned,XP_001703012.1,0.0043,22.1,uncharacterized protein CHLRE_12g51465
145,Mass_AKT_Aligned,XP_001689541.2,0.0043,22.1,uncharacterized protein CHLRE_01g02455
146,Mass_AKT_Aligned,XP_042923885.1,0.0046,22.0,uncharacterized protein CHLRE_06g27826
147,Mass_AKT_Aligned,XP_042916091.1,0.0047,22.0,uncharacterized protein CHLRE_16g67630
148,Mass_AKT_Aligned,XP_001703541.2,0.0054,21.8,uncharacterized protein CHLRE_03g16425
149,Mass_AKT_Aligned,XP_042928318.1,0.0063,21.6,uncharacterized protein CHLRE_01g01657
150,Mass_AKT_Aligned,XP_042914995.1,0.0068,21.5,uncharacterized protein CHLRE_17g73555
151,Mass_AKT_Aligned,XP_042928907.1,0.0091,21.0,uncharacterized protein CHLRE_01g05280
152,Mass_AKT_Aligned,XP_042928908.1,0.0091,21.0,uncharacterized protein CHLRE_01g05280
153,Mass_AKT_Aligned,XP_042926585.1,0.011,20.8,uncharacterized protein CHLRE_03g20020
154,Mass_AKT_Aligned,XP_042924375.1,0.014,20.4,uncharacterized protein CHLRE_06g30405
155,Mass_AKT_Aligned,XP_001695896.2,0.014,20.4,uncharacterized protein CHLRE_16g67406
156,Mass_AKT_Aligned,XP_042918972.1,0.016,20.3,uncharacterized protein CHLRE_12g55215
157,Mass_AKT_Aligned,XP_042919649.1,0.017,20.1,uncharacterized protein CHLRE_11g47700
158,Mass_AKT_Aligned,XP_042914360.1,0.019,20.0,uncharacterized protein CHLRE_17g70016
159,Mass_AKT_Aligned,XP_042927540.1,0.02,19.9,uncharacterized protein CHLRE_02g11233
160,Mass_AKT_Aligned,XP_042914296.1,0.021,19.9,uncharacterized protein CHLRE_17g69690
161,Mass_AKT_Aligned,XP_042914297.1,0.021,19.9,uncharacterized protein CHLRE_17g69695
162,Mass_AKT_Aligned,XP_042927813.1,0.023,19.7,uncharacterized protein CHLRE_02g14180
163,Mass_AKT_Aligned,XP_042920744.1,0.023,19.7,uncharacterized protein CHLRE_09g40395
164,Mass_AKT_Aligned,XP_042917122.1,0.024,19.7,uncharacterized protein CHLRE_14g63286
165,Mass_AKT_Aligned,XP_042919742.1,0.025,19.5,uncharacterized protein CHLRE_11g48110
166,Mass_AKT_Aligned,XP_001689627.2,0.028,19.4,uncharacterized protein CHLRE_01g03490
167,Mass_AKT_Aligned,XP_042924093.1,0.029,19.4,uncharacterized protein CHLRE_06g28890
168,Mass_AKT_Aligned,XP_042928537.1,0.033,19.2,uncharacterized protein CHLRE_01g03010
169,Mass_AKT_Aligned,XP_042928538.1,0.033,19.2,uncharacterized protein CHLRE_01g03010
170,Mass_AKT_Aligned,XP_042920749.1,0.039,18.9,uncharacterized protein CHLRE_09g40365
171,Mass_AKT_Aligned,XP_042922456.1,0.047,18.7,uncharacterized protein CHLRE_07g31665
172,Mass_AKT_Aligned,XP_001699921.2,0.06,18.3,uncharacterized protein CHLRE_02g11155
173,Mass_AKT_Aligned,XP_001694537.1,0.064,18.2,uncharacterized protein CHLRE_09g38800
174,Mass_AKT_Aligned,XP_042925825.1,0.067,18.2,uncharacterized protein CHLRE_03g16090
175,Mass_AKT_Aligned,XP_042920599.1,0.072,18.0,uncharacterized protein CHLRE_10g46355
176,Mass_AKT_Aligned,XP_042920598.1,0.072,18.0,uncharacterized protein CHLRE_10g46350
177,Mass_AKT_Aligned,XP_042920095.1,0.085,17.8,uncharacterized protein CHLRE_10g43450
178,Mass_AKT_Aligned,XP_042928695.1,0.086,17.8,uncharacterized protein CHLRE_01g04020
179,Mass_AKT_Aligned,XP_042922368.1,0.11,17.5,uncharacterized protein CHLRE_08g38585
180,Mass_AKT_Aligned,XP_042928762.1,0.12,17.4,uncharacterized protein CHLRE_01g04385
181,Mass_AKT_Aligned,XP_042926182.1,0.12,17.3,uncharacterized protein CHLRE_03g18170
182,Mass_AKT_Aligned,XP_042927306.1,0.14,17.1,uncharacterized protein CHLRE_02g09855
183,Mass_AKT_Aligned,XP_042927556.1,0.17,16.8,uncharacterized protein CHLRE_02g11360
184,Mass_AKT_Aligned,XP_042923100.1,0.22,16.4,uncharacterized protein CHLRE_07g34954
185,Mass_AKT_Aligned,XP_042923099.1,0.22,16.4,uncharacterized protein CHLRE_07g34954
186,Mass_AKT_Aligned,XP_042921047.1,0.25,16.3,uncharacterized protein CHLRE_09g38795
187,Mass_AKT_Aligned,XP_001696492.1,0.25,16.3,uncharacterized protein CHLRE_06g27110
188,Mass_AKT_Aligned,XP_042915731.1,0.26,16.2,uncharacterized protein CHLRE_16g67382
189,Mass_AKT_Aligned,XP_042925032.1,0.28,16.1,uncharacterized protein CHLRE_04g21794
190,Mass_AKT_Aligned,XP_042925019.1,0.28,16.1,uncharacterized protein CHLRE_04g21792
191,Mass_AKT_Aligned,XP_042923212.1,0.28,16.1,uncharacterized protein CHLRE_07g35540
192,Mass_AKT_Aligned,XP_042924070.1,0.3,16.0,uncharacterized protein CHLRE_06g28740
193,Mass_AKT_Aligned,XP_042924071.1,0.3,16.0,uncharacterized protein CHLRE_06g28745
194,Mass_AKT_Aligned,XP_042915952.1,0.32,15.9,uncharacterized protein CHLRE_16g68445
195,Mass_AKT_Aligned,XP_042925292.1,0.46,15.4,uncharacterized protein CHLRE_04g22350
196,Mass_AKT_Aligned,XP_042928448.1,0.59,15.0,uncharacterized protein CHLRE_01g02475
197,Mass_AKT_Aligned,XP_042921974.1,0.6,15.0,uncharacterized protein CHLRE_08g36815
198,Mass_AKT_Aligned,XP_042921068.1,0.7,14.8,uncharacterized protein CHLRE_09g38702
199,Mass_AKT_Aligned,XP_042922071.1,0.78,14.6,uncharacterized protein CHLRE_08g37330
200,Mass_AKT_Aligned,XP_042925014.1,0.8,14.6,uncharacterized protein CHLRE_04g21792
201,Mass_AKT_Aligned,XP_042925029.1,0.8,14.6,uncharacterized protein CHLRE_04g21794
202,Mass_AKT_Aligned,XP_042928447.1,0.85,14.5,uncharacterized protein CHLRE_01g02465
203,Mass_AKT_Aligned,XP_042915196.1,0.93,14.4,uncharacterized protein CHLRE_17g74544
204,Mass_AKT_Aligned,XP_001698059.2,1.1,14.1,uncharacterized protein CHLRE_06g27823
205,Mass_AKT_Aligned,XP_042917428.1,1.1,14.1,uncharacterized protein CHLRE_13g57565
206,Mass_AKT_Aligned,XP_001699046.1,1.2,14.0,uncharacterized protein CHLRE_14g61435
207,Mass_AKT_Aligned,XP_042925514.1,1.2,14.0,uncharacterized protein CHLRE_03g14448
208,Mass_AKT_Aligned,XP_042916277.1,1.3,13.9,uncharacterized protein CHLRE_16g68538
209,Mass_AKT_Aligned,XP_042915707.1,1.4,13.8,uncharacterized protein CHLRE_16g66630
210,Mass_AKT_Aligned,XP_042914645.1,1.6,13.6,uncharacterized protein CHLRE_17g71710
211,Mass_AKT_Aligned,XP_042914644.1,1.6,13.6,uncharacterized protein CHLRE_17g71710
212,Mass_AKT_Aligned,XP_042918674.1,1.7,13.5,uncharacterized protein CHLRE_12g53205
213,Mass_AKT_Aligned,XP_042925976.1,1.7,13.4,uncharacterized protein CHLRE_03g16910
214,Mass_AKT_Aligned,XP_042927612.1,2.1,13.2,uncharacterized protein CHLRE_02g11670
215,Mass_AKT_Aligned,XP_042925502.1,2.1,13.2,uncharacterized protein CHLRE_03g14426
216,Mass_AKT_Aligned,XP_042917894.1,2.2,13.1,uncharacterized protein CHLRE_12g48365
217,Mass_AKT_Aligned,XP_001700291.1,2.8,12.8,uncharacterized protein CHLRE_01g01000
218,Mass_AKT_Aligned,XP_042923078.1,2.9,12.7,uncharacterized protein CHLRE_07g34845
219,Mass_AKT_Aligned,XP_001693200.1,3.0,12.7,uncharacterized protein CHLRE_03g20350
220,Mass_AKT_Aligned,XP_042917227.1,3.0,12.7,uncharacterized protein CHLRE_13g56520
221,Mass_AKT_Aligned,XP_042918422.1,3.1,12.6,uncharacterized protein CHLRE_12g51760
222,Mass_AKT_Aligned,XP_042923041.1,3.2,12.6,uncharacterized protein CHLRE_07g34655
223,Mass_AKT_Aligned,XP_042925405.1,3.3,12.5,uncharacterized protein CHLRE_04g22830
224,Mass_AKT_Aligned,XP_001699720.1,3.6,12.4,uncharacterized protein CHLRE_02g10870
225,Mass_AKT_Aligned,XP_042927474.1,3.6,12.4,uncharacterized protein CHLRE_02g10860
226,Mass_AKT_Aligned,XP_042919039.1,3.7,12.4,uncharacterized protein CHLRE_12g54890
227,Mass_AKT_Aligned,XP_042928639.1,3.8,12.3,uncharacterized protein CHLRE_01g03625
228,Mass_AKT_Aligned,XP_001695064.2,4.1,12.2,uncharacterized protein CHLRE_09g39009
229,Mass_AKT_Aligned,XP_042921128.1,4.1,12.2,uncharacterized protein CHLRE_09g39013
230,Mass_AKT_Aligned,XP_042921129.1,4.2,12.2,uncharacterized protein CHLRE_09g39017
231,Mass_AKT_Aligned,XP_042919823.1,5.8,11.7,uncharacterized protein CHLRE_10g41890
232,Mass_AKT_Aligned,XP_042917912.1,6.1,11.7,uncharacterized protein CHLRE_12g48480
233,Mass_AKT_Aligned,XP_042921261.1,6.5,11.5,uncharacterized protein CHLRE_09g39569
234,Mass_AKT_Aligned,XP_042920113.1,7.3,11.4,uncharacterized protein CHLRE_10g43575
235,Mass_AKT_Aligned,XP_042918601.1,7.3,11.4,uncharacterized protein CHLRE_12g52700
236,Mass_AKT_Aligned,XP_042922353.1,8.1,11.2,uncharacterized protein CHLRE_08g38505
237,Mass_AKT_Aligned,XP_001692970.2,8.3,11.2,uncharacterized protein CHLRE_12g53830
238,Mass_AKT_Aligned,XP_042926283.1,9.2,11.0,uncharacterized protein CHLRE_03g18885
0,Mass_AKT_Aligned,XP_002500126.1,1.4e-72,252.0,hypothetical protein MICPUN_56023 [Mic
1,Mass_AKT_Aligned,XP_002505108.1,5e-51,180.4,"predicted protein, partial [Micromonas"
2,Mass_AKT_Aligned,XP_002507865.1,6.3e-46,163.5,"predicted protein, partial [Micromonas"
3,Mass_AKT_Aligned,XP_002505826.1,9.6e-44,156.2,predicted protein [Micromonas commoda]
4,Mass_AKT_Aligned,XP_002506490.1,1e-43,156.1,cgmp-dependent protein kinase [Micromo
5,Mass_AKT_Aligned,XP_002506253.1,1.5e-43,155.5,predicted protein [Micromonas commoda]
6,Mass_AKT_Aligned,XP_002506800.1,1.6e-42,152.2,predicted protein [Micromonas commoda]
7,Mass_AKT_Aligned,XP_002507844.1,7.8e-38,136.6,serine/threonine protein kinase [Micro
8,Mass_AKT_Aligned,XP_002500185.1,1.6e-37,135.5,hypothetical protein MICPUN_113602 [Mi
9,Mass_AKT_Aligned,XP_002503237.1,2e-36,131.9,predicted protein [Micromonas commoda]
10,Mass_AKT_Aligned,XP_002503103.1,4.3e-33,120.8,"predicted protein, partial [Micromonas"
11,Mass_AKT_Aligned,XP_002502939.1,1.8e-32,118.7,predicted protein [Micromonas commoda]
12,Mass_AKT_Aligned,XP_002506288.1,1.1e-28,106.1,blue light receptor [Micromonas commod
13,Mass_AKT_Aligned,XP_002503326.1,1.7e-28,105.5,cyclic nucleotide dependent protein ki
14,Mass_AKT_Aligned,XP_002501307.1,3.2e-24,91.3,"predicted protein, partial [Micromonas"
15,Mass_AKT_Aligned,XP_002501735.1,2.2e-23,88.6,predicted protein [Micromonas commoda]
16,Mass_AKT_Aligned,XP_002508045.1,1e-21,83.0,gliding motility related cam kinase [M
17,Mass_AKT_Aligned,XP_002509338.1,4e-21,81.1,"predicted protein, partial [Micromonas"
18,Mass_AKT_Aligned,XP_002508563.1,4.7e-21,80.8,predicted protein [Micromonas commoda]
19,Mass_AKT_Aligned,XP_002501920.1,2.5e-19,75.1,predicted protein [Micromonas commoda]
20,Mass_AKT_Aligned,XP_002501313.1,5.6e-19,73.9,predicted protein [Micromonas commoda]
21,Mass_AKT_Aligned,XP_002508616.1,9.8e-19,73.1,kinase [Micromonas commoda]
22,Mass_AKT_Aligned,XP_002502686.1,3.2e-18,71.4,"predicted protein, partial [Micromonas"
23,Mass_AKT_Aligned,XP_002507767.1,7.9e-18,70.1,hypothetical protein MICPUN_113565 [Mi
24,Mass_AKT_Aligned,XP_002504648.1,1.2e-17,69.5,protein kinase [Micromonas commoda]
25,Mass_AKT_Aligned,XP_002500553.1,2.3e-16,65.3,"predicted protein, partial [Micromonas"
26,Mass_AKT_Aligned,XP_002504728.1,2.7e-13,55.1,"predicted protein, partial [Micromonas"
27,Mass_AKT_Aligned,XP_002500991.1,1.6e-12,52.5,predicted protein [Micromonas commoda]
28,Mass_AKT_Aligned,XP_002500392.1,5.5e-12,50.7,"predicted protein, partial [Micromonas"
29,Mass_AKT_Aligned,XP_002501944.1,7.1e-12,50.3,predicted protein [Micromonas commoda]
30,Mass_AKT_Aligned,XP_002503144.1,7.2e-12,50.3,"predicted protein, partial [Micromonas"
31,Mass_AKT_Aligned,XP_002503300.1,4.3e-11,47.7,"predicted protein, partial [Micromonas"
32,Mass_AKT_Aligned,XP_002504645.1,4.9e-11,47.5,"predicted protein, partial [Micromonas"
33,Mass_AKT_Aligned,XP_002502923.1,5e-11,47.5,"predicted protein, partial [Micromonas"
34,Mass_AKT_Aligned,XP_002503516.1,5.8e-11,47.3,predicted protein [Micromonas commoda]
35,Mass_AKT_Aligned,XP_002502175.1,5.9e-11,47.3,predicted protein [Micromonas commoda]
36,Mass_AKT_Aligned,XP_002505697.1,1e-10,46.5,predicted protein [Micromonas commoda]
37,Mass_AKT_Aligned,XP_002502316.1,2.8e-10,45.1,predicted protein [Micromonas commoda]
38,Mass_AKT_Aligned,XP_002501759.1,4e-10,44.5,"protein kinase FA2, flagellar associat"
39,Mass_AKT_Aligned,XP_002502028.1,6.5e-10,43.8,"predicted protein, partial [Micromonas"
40,Mass_AKT_Aligned,XP_002501302.1,6.7e-10,43.8,predicted protein [Micromonas commoda]
41,Mass_AKT_Aligned,XP_002506404.1,1e-09,43.1,"predicted protein, partial [Micromonas"
42,Mass_AKT_Aligned,XP_002505757.1,1.2e-09,42.9,predicted protein [Micromonas commoda]
43,Mass_AKT_Aligned,XP_002501576.1,5.5e-09,40.8,"predicted protein, partial [Micromonas"
44,Mass_AKT_Aligned,XP_002501564.1,9.2e-09,40.0,"predicted protein, partial [Micromonas"
45,Mass_AKT_Aligned,XP_002500806.1,1.2e-08,39.7,predicted protein [Micromonas commoda]
46,Mass_AKT_Aligned,XP_002504636.1,4.1e-08,37.8,predicted protein [Micromonas commoda]
47,Mass_AKT_Aligned,XP_002504085.1,7.4e-08,37.0,predicted protein [Micromonas commoda]
48,Mass_AKT_Aligned,XP_002508066.1,8.8e-08,36.8,predicted protein [Micromonas commoda]
49,Mass_AKT_Aligned,XP_002499402.1,4.9e-07,34.3,"predicted protein, partial [Micromonas"
50,Mass_AKT_Aligned,XP_002502469.1,1.2e-06,32.9,"predicted protein, partial [Micromonas"
51,Mass_AKT_Aligned,XP_002502919.1,2.2e-06,32.1,CALK protein [Micromonas commoda]
52,Mass_AKT_Aligned,XP_002499897.1,3.8e-06,31.3,predicted protein [Micromonas commoda]
53,Mass_AKT_Aligned,XP_002507581.1,9.3e-06,30.0,predicted protein [Micromonas commoda]
54,Mass_AKT_Aligned,XP_002502885.1,1.6e-05,29.2,hypothetical protein MICPUN_59356 [Mic
55,Mass_AKT_Aligned,XP_002505908.1,3.9e-05,27.9,"predicted protein, partial [Micromonas"
56,Mass_AKT_Aligned,XP_002501171.1,4.5e-05,27.7,gliding motility related cam kinase [M
57,Mass_AKT_Aligned,XP_002501018.1,5.6e-05,27.4,predicted protein [Micromonas commoda]
58,Mass_AKT_Aligned,XP_002507993.1,6.2e-05,27.3,"predicted protein, partial [Micromonas"
59,Mass_AKT_Aligned,XP_002501556.1,7e-05,27.1,predicted protein [Micromonas commoda]
60,Mass_AKT_Aligned,XP_002509100.1,8e-05,26.9,hypothetical protein MICPUN_62964 [Mic
61,Mass_AKT_Aligned,XP_002503169.1,0.00013,26.2,predicted protein [Micromonas commoda]
62,Mass_AKT_Aligned,XP_002501054.1,0.00017,25.8,predicted protein [Micromonas commoda]
63,Mass_AKT_Aligned,XP_002509280.1,0.00055,24.1,predicted protein [Micromonas commoda]
64,Mass_AKT_Aligned,XP_002500520.1,0.00067,23.8,"predicted protein, partial [Micromonas"
65,Mass_AKT_Aligned,XP_002503699.1,0.0007,23.8,predicted protein [Micromonas commoda]
66,Mass_AKT_Aligned,XP_002503409.1,0.0014,22.7,"predicted protein, partial [Micromonas"
67,Mass_AKT_Aligned,XP_002502211.1,0.0017,22.5,long flagella protein LF4 [Micromonas
68,Mass_AKT_Aligned,XP_002501340.1,0.002,22.2,"predicted protein, partial [Micromonas"
69,Mass_AKT_Aligned,XP_002506436.1,0.0024,22.0,"predicted protein, partial [Micromonas"
70,Mass_AKT_Aligned,XP_002502349.1,0.015,19.4,predicted protein [Micromonas commoda]
71,Mass_AKT_Aligned,XP_002506443.1,0.017,19.2,"predicted protein, partial [Micromonas"
72,Mass_AKT_Aligned,XP_002508485.1,0.088,16.8,predicted protein [Micromonas commoda]
73,Mass_AKT_Aligned,XP_002503799.1,0.11,16.4,predicted protein [Micromonas commoda]
74,Mass_AKT_Aligned,XP_002502507.1,0.13,16.2,predicted protein [Micromonas commoda]
75,Mass_AKT_Aligned,XP_002504123.1,0.16,15.9,"predicted protein, partial [Micromonas"
76,Mass_AKT_Aligned,XP_002501175.1,0.49,14.3,hypothetical protein MICPUN_108013 [Mi
77,Mass_AKT_Aligned,XP_002507148.1,0.52,14.3,predicted protein [Micromonas commoda]
78,Mass_AKT_Aligned,XP_002508748.1,0.89,13.5,predicted protein [Micromonas commoda]
79,Mass_AKT_Aligned,XP_002503198.1,1.4,12.8,predicted protein [Micromonas commoda]
80,Mass_AKT_Aligned,XP_002499703.1,1.5,12.8,predicted protein [Micromonas commoda]
81,Mass_AKT_Aligned,XP_002504414.1,1.9,12.4,glycogen synthase kinase 3 [Micromonas
82,Mass_AKT_Aligned,XP_002507666.1,5.2,10.9,predicted protein [Micromonas commoda]
83,Mass_AKT_Aligned,XP_002504177.1,6.5,10.6,predicted protein [Micromonas commoda]
84,Mass_AKT_Aligned,XP_002503782.1,7.9,10.3,"predicted protein, partial [Micromonas"
0,Mass_AKT_Aligned,XP_809454.1,1.1e-80,279.8,"protein kinase A catalytic subunit, pu"
1,Mass_AKT_Aligned,XP_815140.1,3.6e-79,274.9,"rac serine-threonine kinase, putative"
2,Mass_AKT_Aligned,XP_817377.1,1.1e-78,273.2,"rac serine-threonine kinase, putative"
3,Mass_AKT_Aligned,XP_809943.1,7e-68,237.3,"rac serine-threonine kinase, putative"
4,Mass_AKT_Aligned,XP_821623.1,3.7e-65,228.3,protein kinase A catalytic subunit iso
5,Mass_AKT_Aligned,XP_821620.1,5.5e-65,227.7,protein kinase A catalytic subunit iso
6,Mass_AKT_Aligned,XP_820852.1,2.1e-52,185.9,"serine/threonine protein kinase, putat"
7,Mass_AKT_Aligned,XP_819033.1,2.6e-49,175.6,"protein kinase, putative [Trypanosoma"
8,Mass_AKT_Aligned,XP_819937.1,1.4e-45,163.3,"protein kinase A catalytic subunit, pu"
9,Mass_AKT_Aligned,XP_812545.1,1.1e-32,120.5,"serine/threonine protein kinase, putat"
10,Mass_AKT_Aligned,XP_816278.1,1.1e-32,120.5,"serine/threonine protein kinase, putat"
11,Mass_AKT_Aligned,XP_814815.1,3.2e-27,102.3,"protein kinase, putative [Trypanosoma"
12,Mass_AKT_Aligned,XP_820262.1,3.2e-27,102.3,"protein kinase, putative [Trypanosoma"
13,Mass_AKT_Aligned,XP_820034.1,9.5e-27,100.7,"protein kinase, putative [Trypanosoma"
14,Mass_AKT_Aligned,XP_821882.1,6.7e-26,97.9,"serine/threonine protein kinase, putat"
15,Mass_AKT_Aligned,XP_803339.1,1.1e-25,97.2,"serine/threonine protein kinase, putat"
16,Mass_AKT_Aligned,XP_821198.1,2.2e-25,96.2,"serine/threonine protein kinase, putat"
17,Mass_AKT_Aligned,XP_806327.1,5e-25,95.0,"protein kinase, putative [Trypanosoma"
18,Mass_AKT_Aligned,XP_812662.1,5e-25,95.0,"protein kinase, putative [Trypanosoma"
19,Mass_AKT_Aligned,XP_814846.1,1.4e-22,86.8,"protein kinase, putative [Trypanosoma"
20,Mass_AKT_Aligned,XP_818998.1,4.6e-22,85.1,"serine/threonine protein kinase, putat"
21,Mass_AKT_Aligned,XP_815126.1,1.4e-21,83.6,"protein kinase, putative [Trypanosoma"
22,Mass_AKT_Aligned,XP_816286.1,1.4e-21,83.6,"protein kinase, putative [Trypanosoma"
23,Mass_AKT_Aligned,XP_811764.1,3.5e-20,78.9,"protein kinase, putative [Trypanosoma"
24,Mass_AKT_Aligned,XP_813639.1,7.4e-20,77.8,"protein kinase, putative [Trypanosoma"
25,Mass_AKT_Aligned,XP_805770.1,4.8e-19,75.1,"protein kinase, putative [Trypanosoma"
26,Mass_AKT_Aligned,XP_804294.1,5.2e-19,75.0,"protein kinase, putative [Trypanosoma"
27,Mass_AKT_Aligned,XP_815487.1,5.6e-19,74.9,"protein kinase, putative [Trypanosoma"
28,Mass_AKT_Aligned,XP_822060.1,2.1e-18,73.0,"serine/threonine protein kinase, putat"
29,Mass_AKT_Aligned,XP_805546.1,2.4e-18,72.8,"protein kinase, putative [Trypanosoma"
30,Mass_AKT_Aligned,XP_811247.1,2.6e-17,69.4,"protein kinase, putative [Trypanosoma"
31,Mass_AKT_Aligned,XP_818274.1,3.6e-17,68.9,"protein kinase, putative [Trypanosoma"
32,Mass_AKT_Aligned,XP_820953.1,3.9e-17,68.8,"protein kinase, putative [Trypanosoma"
33,Mass_AKT_Aligned,XP_808242.1,4.9e-17,68.4,"protein kinase, putative [Trypanosoma"
34,Mass_AKT_Aligned,XP_816295.1,4.9e-17,68.4,"protein kinase, putative [Trypanosoma"
35,Mass_AKT_Aligned,XP_806810.1,7e-17,67.9,"serine/threonine-protein kinase A, put"
36,Mass_AKT_Aligned,XP_818875.1,1.1e-16,67.3,"NIMA-related kinase, putative [Trypano"
37,Mass_AKT_Aligned,XP_821530.1,1.1e-16,67.3,"NIMA-related kinase, putative [Trypano"
38,Mass_AKT_Aligned,XP_808014.1,2.6e-15,62.7,"protein kinase, putative [Trypanosoma"
39,Mass_AKT_Aligned,XP_819972.1,2.6e-15,62.7,"protein kinase, putative [Trypanosoma"
40,Mass_AKT_Aligned,XP_809545.1,3.7e-15,62.2,"rac serine-threonine kinase, putative,"
41,Mass_AKT_Aligned,XP_804959.1,6.7e-15,61.3,"protein kinase, putative [Trypanosoma"
42,Mass_AKT_Aligned,XP_811468.1,1.6e-14,60.1,"protein kinase, putative [Trypanosoma"
43,Mass_AKT_Aligned,XP_816144.1,1.7e-14,60.0,hypothetical protein Tc00.104705350699
44,Mass_AKT_Aligned,XP_822078.1,2e-14,59.8,"serine/threonine-protein kinase NEK1,"
45,Mass_AKT_Aligned,XP_808846.1,2.1e-14,59.7,"serine/threonine-protein kinase NEK1,"
46,Mass_AKT_Aligned,XP_806243.1,3e-14,59.2,"protein kinase, putative [Trypanosoma"
47,Mass_AKT_Aligned,XP_811721.1,5.4e-14,58.3,"serine/threonine protein kinase, putat"
48,Mass_AKT_Aligned,XP_814464.1,7e-14,58.0,"protein kinase, putative [Trypanosoma"
49,Mass_AKT_Aligned,XP_817227.1,8.3e-14,57.7,"protein kinase domain, putative [Trypa"
50,Mass_AKT_Aligned,XP_804277.1,1.9e-13,56.5,"protein kinase, putative [Trypanosoma"
51,Mass_AKT_Aligned,XP_805870.1,1.9e-13,56.5,"protein kinase, putative [Trypanosoma"
52,Mass_AKT_Aligned,XP_809026.1,1.9e-13,56.5,"protein kinase, putative [Trypanosoma"
53,Mass_AKT_Aligned,XP_810121.1,3.4e-13,55.7,"protein kinase, putative, partial [Try"
54,Mass_AKT_Aligned,XP_819365.1,3.4e-13,55.7,"protein kinase, putative [Trypanosoma"
55,Mass_AKT_Aligned,XP_816174.1,7.4e-13,54.6,"serine/threonine protein kinase, putat"
