tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,Organism Name,Organism Taxonomic ID
KAI5491939.1,-,Pkinase,PF00069.31,1.5e-70,239.6,0,1.9000000000000002e-70,239.3,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5546691.1,-,Pkinase,PF00069.31,1.8e-70,239.3,0,2.3e-70,239,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5504611.1,-,Pkinase,PF00069.31,3.5000000000000004e-70,238.4,0,4.4000000000000004e-70,238,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5492229.1,-,Pkinase,PF00069.31,1.2999999999999998e-69,236.5,0,1.6e-69,236.2,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5549860.1,-,Pkinase,PF00069.31,1.8999999999999998e-68,232.7,0,2.5e-68,232.3,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAI5508614.1,-,Pkinase,PF00069.31,2.7e-66,225.6,0,3.4e-66,225.3,0,GCA_026262505.1,Trichomonas vaginalis G3,412133
KAJ3432777.1,-,Pkinase,PF00069.31,1.6999999999999998e-74,251.3,0,2.1999999999999997e-74,250.9,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3439722.1,-,Pkinase,PF00069.31,2.5999999999999997e-74,250.6,0.1,4.2e-74,250,0.1,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3442547.1,-,Pkinase,PF00069.31,4.3e-74,249.9,0,5.3999999999999996e-74,249.6,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3439364.1,-,Pkinase,PF00069.31,4.3e-74,249.9,0,5.9e-74,249.5,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3444284.1,-,Pkinase,PF00069.31,9.3e-74,248.8,0,1.4e-73,248.3,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3452228.1,-,Pkinase,PF00069.31,5.2e-73,246.4,0,1.0999999999999999e-72,245.3,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3428928.1,-,Pkinase,PF00069.31,6.1e-73,246.1,0,7.900000000000001e-73,245.8,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3437418.1,-,Pkinase,PF00069.31,6.8e-73,246,0,9.7e-73,245.5,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3438554.1,-,Pkinase,PF00069.31,8.1e-73,245.8,0,1.1999999999999998e-72,245.1,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3449524.1,-,Pkinase,PF00069.31,1.3e-72,245.1,0,2e-72,244.5,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3448919.1,-,Pkinase,PF00069.31,1.3e-72,245.1,0,2.0999999999999999e-72,244.4,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3441758.1,-,Pkinase,PF00069.31,1.4999999999999998e-72,244.8,0,2e-72,244.4,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3432351.1,-,Pkinase,PF00069.31,2.5e-72,244.1,0,3.2e-72,243.8,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3445631.1,-,Pkinase,PF00069.31,2.5e-72,244.1,0,5.6e-72,243,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3438944.1,-,Pkinase,PF00069.31,3.8999999999999997e-72,243.5,0,5.099999999999999e-72,243.1,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3434370.1,-,Pkinase,PF00069.31,1.2e-71,241.9,0,1.7e-71,241.4,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3446779.1,-,Pkinase,PF00069.31,1.3e-71,241.7,0,1.7e-71,241.4,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3433105.1,-,Pkinase,PF00069.31,1.9000000000000002e-70,238,0,2.5000000000000002e-70,237.6,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ3439699.1,-,Pkinase,PF00069.31,4.3e-69,233.5,0,5.6e-69,233.2,0,GCA_027625915.1,Anaeramoeba flamelloides,1746091
KAJ5068875.1,-,Pkinase,PF00069.31,9.500000000000001e-75,251.1,0,1.2e-74,250.7,0,GCA_028826165.1,Anaeramoeba ignava,1746090
KAJ5078432.1,-,Pkinase,PF00069.31,1.4999999999999998e-72,243.9,0,1.8999999999999998e-72,243.5,0,GCA_028826165.1,Anaeramoeba ignava,1746090
KAJ5079900.1,-,Pkinase,PF00069.31,6.599999999999999e-72,241.8,0,9.299999999999998e-72,241.3,0,GCA_028826165.1,Anaeramoeba ignava,1746090
KAJ5071551.1,-,Pkinase,PF00069.31,1e-69,234.6,0,1.2999999999999998e-69,234.2,0,GCA_028826165.1,Anaeramoeba ignava,1746090
KAJ5080786.1,-,Pkinase,PF00069.31,2e-69,233.6,0,2.7e-69,233.2,0,GCA_028826165.1,Anaeramoeba ignava,1746090
KAJ6246982.1,-,Pkinase,PF00069.31,1.6999999999999998e-74,251.3,0,2.1999999999999997e-74,250.9,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6251906.1,-,Pkinase,PF00069.31,2.5999999999999997e-74,250.6,0.1,4.2e-74,250,0.1,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6227709.1,-,Pkinase,PF00069.31,4.3999999999999994e-74,249.9,0,5.9e-74,249.5,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6227827.1,-,Pkinase,PF00069.31,5.3999999999999996e-74,249.6,0,6.9e-74,249.3,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6252314.1,-,Pkinase,PF00069.31,9.3e-74,248.8,0,1.4e-73,248.3,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6229599.1,-,Pkinase,PF00069.31,3.3e-73,247,0,6.8e-73,246,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6233718.1,-,Pkinase,PF00069.31,5.1000000000000006e-73,246.4,0,7.3e-73,245.9,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6248887.1,-,Pkinase,PF00069.31,6.1e-73,246.1,0,8e-73,245.8,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6233201.1,-,Pkinase,PF00069.31,1.0999999999999999e-72,245.3,0,1.7e-72,244.7,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6253560.1,-,Pkinase,PF00069.31,1.1999999999999998e-72,245.2,0,2e-72,244.5,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6242869.1,-,Pkinase,PF00069.31,1.1999999999999998e-72,245.2,0,2.6e-72,244.1,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6236357.1,-,Pkinase,PF00069.31,1.3e-72,245.1,0,2.0999999999999999e-72,244.4,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6232798.1,-,Pkinase,PF00069.31,1.6e-72,244.8,0,2e-72,244.4,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6240301.1,-,Pkinase,PF00069.31,2.5e-72,244.1,0,3.2e-72,243.8,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6244155.1,-,Pkinase,PF00069.31,3.8999999999999997e-72,243.5,0,5.099999999999999e-72,243.1,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6254877.1,-,Pkinase,PF00069.31,1.3e-71,241.7,0,1.7e-71,241.4,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6230059.1,-,Pkinase,PF00069.31,1.7e-71,241.4,0,2.3e-71,241,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6246661.1,-,Pkinase,PF00069.31,1.9000000000000002e-70,238,0,2.5000000000000002e-70,237.6,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAJ6255356.1,-,Pkinase,PF00069.31,7.9e-69,232.7,0,9.999999999999999e-69,232.3,0,GCA_028892595.1,Anaeramoeba flamelloides,1746091
KAK8884091.1,-,Pkinase,PF00069.31,1.7e-76,258.4,0,2.7e-76,257.7,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8854306.1,-,Pkinase,PF00069.31,1.6000000000000001e-75,255.2,1.2,2.1999999999999997e-74,251.4,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8878346.1,-,Pkinase,PF00069.31,1.8e-75,255,0,2.4e-75,254.6,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8888958.1,-,Pkinase,PF00069.31,1.4e-74,252.1,0,1.6999999999999998e-74,251.8,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8882701.1,-,Pkinase,PF00069.31,4.8999999999999995e-74,250.3,0,6.4999999999999994e-74,249.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8900393.1,-,Pkinase,PF00069.31,2.5e-72,244.7,0,3.1e-72,244.4,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8846329.1,-,Pkinase,PF00069.31,3.4999999999999995e-72,244.2,0,4.3e-72,243.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8896222.1,-,Pkinase,PF00069.31,6.4e-72,243.4,0,8.099999999999999e-72,243,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8886140.1,-,Pkinase,PF00069.31,6.999999999999999e-72,243.2,0,8.9e-72,242.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8841192.1,-,Pkinase,PF00069.31,9.8e-72,242.8,0,1.4e-71,242.2,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8883798.1,-,Pkinase,PF00069.31,2.8e-71,241.3,0,3.6e-71,240.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8881614.1,-,Pkinase,PF00069.31,3.2e-71,241.1,0,4.3e-71,240.6,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8834899.1,-,Pkinase,PF00069.31,4.9e-71,240.5,0,6.6e-71,240.1,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8884012.1,-,Pkinase,PF00069.31,4.9e-71,240.5,0,6.6e-71,240.1,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8895137.1,-,Pkinase,PF00069.31,1.2e-70,239.1,0,2.7e-70,238,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8887040.1,-,Pkinase,PF00069.31,1.3e-70,239,0.3,1.7e-70,238.7,0.3,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8894814.1,-,Pkinase,PF00069.31,2.6e-70,238.1,0,5.7e-70,237,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8895938.1,-,Pkinase,PF00069.31,2.7e-70,238,0,3.8000000000000004e-70,237.6,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8840649.1,-,Pkinase,PF00069.31,5.1e-70,237.1,0,6.900000000000001e-70,236.7,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8848115.1,-,Pkinase,PF00069.31,1.6e-69,235.5,0,2.1e-69,235.1,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8893711.1,-,Pkinase,PF00069.31,2.5999999999999997e-69,234.8,0.2,3.3e-69,234.5,0.2,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8890552.1,-,Pkinase,PF00069.31,1.1e-68,232.8,0,1.3999999999999998e-68,232.4,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8842861.1,-,Pkinase,PF00069.31,5.2999999999999995e-68,230.5,0,8.099999999999999e-68,229.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8866332.1,-,Pkinase,PF00069.31,9.2e-68,229.7,0.1,2.0999999999999998e-67,228.5,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8866524.1,-,Pkinase,PF00069.31,5.6999999999999995e-67,227.1,0,1e-66,226.3,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8842667.1,-,Pkinase,PF00069.31,6.7e-67,226.9,0,9.1e-67,226.5,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8882546.1,-,Pkinase,PF00069.31,3.8e-66,224.4,0,5.4e-66,223.9,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8842325.1,-,Pkinase,PF00069.31,3.8e-65,221.1,0.2,6.0999999999999996e-46,158.2,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8896752.1,-,Pkinase,PF00069.31,2.8e-62,211.8,0,2.7e-44,152.8,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8847019.1,-,Pkinase,PF00069.31,2e-60,205.7,0.4,6.7e-44,151.5,0,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8840355.1,-,Pkinase,PF00069.31,1.9000000000000002e-58,199.2,0.2,2.6e-56,192.2,0.2,GCA_039105265.1,Tritrichomonas musculus,1915356
KAK8894997.1,-,Pkinase,PF00069.31,4.2e-57,194.8,0.1,3.7999999999999997e-54,185.1,0,GCA_039105265.1,Tritrichomonas musculus,1915356
EEY67999.1,-,Pkinase,PF00069.31,8.100000000000001e-65,218.8,0,1.1e-64,218.3,0,GCA_000142945.1,Phytophthora infestans T30-4,403677
EEY58752.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,192.2,0,1.3999999999999997e-56,191.8,0,GCA_000142945.1,Phytophthora infestans T30-4,403677
EGZ27644.1,-,Pkinase,PF00069.31,1.4e-64,218.5,0,1.9e-64,218.1,0,GCA_000149755.2,Phytophthora sojae,67593
EGZ29420.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,192.7,0,1.3999999999999997e-56,192.3,0,GCA_000149755.2,Phytophthora sojae,67593
KDO18578.1,-,Pkinase,PF00069.31,2.9e-62,210.6,0,3.7e-62,210.3,0,GCA_000151545.2,Saprolegnia parasitica CBS 223.65,695850
ETN07522.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000247585.2,Phytophthora nicotianae INRA-310,761204
ETN07523.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000247585.2,Phytophthora nicotianae INRA-310,761204
ETN07524.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000247585.2,Phytophthora nicotianae INRA-310,761204
ETN01163.1,-,Pkinase,PF00069.31,9.999999999999999e-57,192.9,0,1.2999999999999998e-56,192.5,0,GCA_000247585.2,Phytophthora nicotianae INRA-310,761204
EQC33696.1,-,Pkinase,PF00069.31,1.9000000000000001e-66,224.2,0,2.5e-66,223.8,0,GCA_000281045.1,Saprolegnia diclina VS20,1156394
EQC35162.1,-,Pkinase,PF00069.31,8.699999999999999e-62,208.9,0,1.1e-61,208.6,0,GCA_000281045.1,Saprolegnia diclina VS20,1156394
KAF4315866.1,-,Pkinase,PF00069.31,4.5999999999999995e-57,192.8,0,5.999999999999999e-57,192.4,0,GCA_000333075.3,Phytophthora kernoviae 00238/432,1284355
ETI43923.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.4e-64,217.4,0,GCA_000365505.1,Phytophthora nicotianae P1569,1317065
ETI43924.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.4e-64,217.4,0,GCA_000365505.1,Phytophthora nicotianae P1569,1317065
ETI43925.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.4e-64,217.4,0,GCA_000365505.1,Phytophthora nicotianae P1569,1317065
ETI34817.1,-,Pkinase,PF00069.31,1.7999999999999997e-56,192.1,0,2.2999999999999996e-56,191.7,0,GCA_000365505.1,Phytophthora nicotianae P1569,1317065
ETO72614.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365525.1,Phytophthora nicotianae P1976,1317066
ETO72615.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365525.1,Phytophthora nicotianae P1976,1317066
ETO72616.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365525.1,Phytophthora nicotianae P1976,1317066
ETO63559.1,-,Pkinase,PF00069.31,8.400000000000001e-57,193.2,0,1.0999999999999998e-56,192.8,0,GCA_000365525.1,Phytophthora nicotianae P1976,1317066
ETP13740.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365545.1,Phytophthora nicotianae CJ01A1,1317063
ETP13741.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365545.1,Phytophthora nicotianae CJ01A1,1317063
ETP13742.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000365545.1,Phytophthora nicotianae CJ01A1,1317063
ETP04656.1,-,Pkinase,PF00069.31,9.999999999999999e-57,192.9,0,1.2999999999999998e-56,192.5,0,GCA_000365545.1,Phytophthora nicotianae CJ01A1,1317063
ETP41802.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000367145.1,Phytophthora nicotianae P10297,1317064
ETP41803.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000367145.1,Phytophthora nicotianae P10297,1317064
ETP41804.1,-,Pkinase,PF00069.31,2.5e-64,217.8,0,3.3e-64,217.4,0,GCA_000367145.1,Phytophthora nicotianae P10297,1317064
ETP32804.1,-,Pkinase,PF00069.31,8.299999999999999e-57,193.2,0,1.0999999999999998e-56,192.8,0,GCA_000367145.1,Phytophthora nicotianae P10297,1317064
ETK83971.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509465.1,Phytophthora nicotianae,4792
ETK83972.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509465.1,Phytophthora nicotianae,4792
ETK83973.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509465.1,Phytophthora nicotianae,4792
ETK75102.1,-,Pkinase,PF00069.31,9.800000000000001e-57,192.9,0,1.2999999999999998e-56,192.5,0,GCA_000509465.1,Phytophthora nicotianae,4792
ETL37384.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509485.1,Phytophthora nicotianae,4792
ETL37385.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509485.1,Phytophthora nicotianae,4792
ETL37386.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509485.1,Phytophthora nicotianae,4792
ETL28522.1,-,Pkinase,PF00069.31,9.699999999999999e-57,192.9,0,1.1999999999999998e-56,192.5,0,GCA_000509485.1,Phytophthora nicotianae,4792
ETL90542.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509505.1,Phytophthora nicotianae,4792
ETL90543.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509505.1,Phytophthora nicotianae,4792
ETL90544.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509505.1,Phytophthora nicotianae,4792
ETL81778.1,-,Pkinase,PF00069.31,9.699999999999999e-57,192.9,0,1.1999999999999998e-56,192.5,0,GCA_000509505.1,Phytophthora nicotianae,4792
ETM43846.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509525.1,Phytophthora nicotianae,4792
ETM43847.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509525.1,Phytophthora nicotianae,4792
ETM43848.1,-,Pkinase,PF00069.31,2.4e-64,217.8,0,3.2e-64,217.4,0,GCA_000509525.1,Phytophthora nicotianae,4792
ETM34981.1,-,Pkinase,PF00069.31,1.3999999999999997e-56,192.3,0,1.7999999999999997e-56,192,0,GCA_000509525.1,Phytophthora nicotianae,4792
ETV88627.1,-,Pkinase,PF00069.31,8.9e-66,222.5,0,1.6000000000000006e-65,221.7,0,GCA_000520075.1,Aphanomyces astaci,112090
ETV71182.1,-,Pkinase,PF00069.31,2.6e-65,221,0,3.5e-65,220.5,0,GCA_000520075.1,Aphanomyces astaci,112090
ETV72864.1,-,Pkinase,PF00069.31,9.5e-61,206,0,1.3000000000000002e-60,205.6,0,GCA_000520075.1,Aphanomyces astaci,112090
ETW01800.1,-,Pkinase,PF00069.31,7.8e-66,222.3,0,1e-65,222,0,GCA_000520115.1,Aphanomyces invadans,157072
ETW09150.1,-,Pkinase,PF00069.31,8.2e-66,222.3,0,1.4e-65,221.5,0,GCA_000520115.1,Aphanomyces invadans,157072
ETV98311.1,-,Pkinase,PF00069.31,9.2e-61,205.7,0,1.2e-60,205.3,0,GCA_000520115.1,Aphanomyces invadans,157072
KAG2510422.1,-,Pkinase,PF00069.31,3.8999999999999995e-57,192.8,0,4.999999999999999e-57,192.4,0,GCA_000785725.3,Phytophthora kernoviae,325452
KAG2507456.1,-,Pkinase,PF00069.31,3.8999999999999995e-57,192.8,0,4.999999999999999e-57,192.4,0,GCA_000785735.3,Phytophthora kernoviae,325452
GLD99509.1,-,Pkinase,PF00069.31,5.5e-59,199.9,0,7.2e-59,199.5,0,GCA_001029375.2,Pythium insidiosum,114742
CCI41225.1,-,Pkinase,PF00069.31,3.400000000000001e-65,219.6,0,4.7e-65,219.1,0,GCA_001078535.1,Albugo candida,65357
CCI42456.1,-,Pkinase,PF00069.31,1.5e-64,217.5,0,2.1e-64,217,0,GCA_001078535.1,Albugo candida,65357
CCI42457.1,-,Pkinase,PF00069.31,1.7e-64,217.4,0,2.3e-64,216.9,0,GCA_001078535.1,Albugo candida,65357
CCI46000.1,-,Pkinase,PF00069.31,2e-64,217.1,0,3.1e-64,216.5,0,GCA_001078535.1,Albugo candida,65357
CCI45999.1,-,Pkinase,PF00069.31,2e-64,217.1,0,3.1e-64,216.4,0,GCA_001078535.1,Albugo candida,65357
CCI42455.1,-,Pkinase,PF00069.31,9.3e-61,205.1,0,1.3000000000000002e-60,204.6,0,GCA_001078535.1,Albugo candida,65357
CCI42458.1,-,Pkinase,PF00069.31,1.0000000000000001e-60,205,0,1.4e-60,204.5,0,GCA_001078535.1,Albugo candida,65357
CCI41224.1,-,Pkinase,PF00069.31,1.0000000000000001e-60,204.9,0,1.4e-60,204.5,0,GCA_001078535.1,Albugo candida,65357
CCI42804.1,-,Pkinase,PF00069.31,1.4e-55,188.1,0,1.7999999999999997e-55,187.7,0,GCA_001078535.1,Albugo candida,65357
KUF92845.1,-,Pkinase,PF00069.31,1.6e-64,217.8,0,2.1e-64,217.4,0,GCA_001483015.1,Phytophthora nicotianae,4792
KUF83073.1,-,Pkinase,PF00069.31,5.200000000000001e-57,193.2,0,6.600000000000001e-57,192.8,0,GCA_001483015.1,Phytophthora nicotianae,4792
RLN20411.1,-,Pkinase,PF00069.31,3.8999999999999995e-57,192.8,0,5.1e-57,192.4,0,GCA_001707905.2,Phytophthora kernoviae,325452
RLN26716.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,192.8,0,1.3999999999999997e-56,192.4,0,GCA_001712635.2,Nothophytophthora sp. Chile5,2483409
RLN98543.1,-,Pkinase,PF00069.31,1.1999999999999998e-56,192.6,0,1.5999999999999997e-56,192.2,0,GCA_001712635.2,Nothophytophthora sp. Chile5,2483409
RLN70296.1,-,Pkinase,PF00069.31,3.3000000000000004e-57,193,0,4.200000000000001e-57,192.7,0,GCA_001712645.2,Phytophthora kernoviae,325452
RLN53509.1,-,Pkinase,PF00069.31,3.3000000000000004e-57,193,0,4.0999999999999996e-57,192.7,0,GCA_001712705.2,Phytophthora kernoviae,325452
RLN74134.1,-,Pkinase,PF00069.31,3.8999999999999995e-57,192.8,0,4.999999999999999e-57,192.4,0,GCA_001712715.2,Phytophthora kernoviae,325452
OQS02185.1,-,Pkinase,PF00069.31,2.9e-62,210,0,3.6e-62,209.7,0,GCA_002081575.1,Thraustotheca clavata,74557
OQS01664.1,-,Pkinase,PF00069.31,1.2e-66,224.5,0,1.5e-66,224.1,0,GCA_002081595.1,Achlya hypogyna,1202772
OQR86556.1,-,Pkinase,PF00069.31,2.9e-62,210.1,0,3.6e-62,209.8,0,GCA_002081595.1,Achlya hypogyna,1202772
OWZ21121.1,-,Pkinase,PF00069.31,9.999999999999999e-64,216.1,0,1.3999999999999999e-63,215.7,0,GCA_002215365.1,Phytophthora megakarya,4795
OWZ16675.1,-,Pkinase,PF00069.31,1.9999999999999999e-56,192.2,0,2.6999999999999995e-56,191.8,0,GCA_002215365.1,Phytophthora megakarya,4795
RAW43408.1,-,Pkinase,PF00069.31,2.4e-64,217.7,0,3.3e-64,217.2,0,GCA_003287315.1,Phytophthora cactorum,29920
RAW40710.1,-,Pkinase,PF00069.31,5.999999999999999e-57,193.4,0,7.799999999999999e-57,193.1,0,GCA_003287315.1,Phytophthora cactorum,29920
RHY35159.1,-,Pkinase,PF00069.31,1.8e-61,207.1,0,1.6e-60,204,0,GCA_003546525.1,Aphanomyces invadans,157072
RHY28739.1,-,Pkinase,PF00069.31,4.6e-61,205.8,0,6.2e-61,205.4,0,GCA_003546525.1,Aphanomyces invadans,157072
RHY23657.1,-,Pkinase,PF00069.31,7.400000000000001e-48,162.5,0.1,2.5e-27,95.2,0,GCA_003546525.1,Aphanomyces invadans,157072
RHY69359.1,-,Pkinase,PF00069.31,4.9e-66,222.5,0,8.5e-66,221.7,0,GCA_003546545.1,Aphanomyces astaci,112090
RHY46449.1,-,Pkinase,PF00069.31,1.2e-60,204.8,0,1.6e-60,204.4,0,GCA_003546545.1,Aphanomyces astaci,112090
RHY12049.1,-,Pkinase,PF00069.31,4.9e-66,222.5,0,8.5e-66,221.7,0,GCA_003546565.1,Aphanomyces astaci,112090
RHY06484.1,-,Pkinase,PF00069.31,1.2e-60,204.8,0,1.6e-60,204.4,0,GCA_003546565.1,Aphanomyces astaci,112090
RHY62637.1,-,Pkinase,PF00069.31,4.9e-66,222.5,0,8.5e-66,221.7,0,GCA_003546585.1,Aphanomyces astaci,112090
RHY57236.1,-,Pkinase,PF00069.31,1.1000000000000001e-60,205,0,1.5e-60,204.5,0,GCA_003546585.1,Aphanomyces astaci,112090
RHY15099.1,-,Pkinase,PF00069.31,4.8e-66,222.5,0,8.5e-66,221.7,0,GCA_003546605.1,Aphanomyces astaci,112090
RHY14914.1,-,Pkinase,PF00069.31,1.5999999999999999e-55,188,0,2.2e-55,187.6,0,GCA_003546605.1,Aphanomyces astaci,112090
RHY61468.1,-,Pkinase,PF00069.31,4.9e-66,222.5,0,8.5e-66,221.7,0,GCA_003546625.1,Aphanomyces astaci,112090
RHY93989.1,-,Pkinase,PF00069.31,1.3000000000000002e-57,194.8,0,1.7999999999999998e-57,194.4,0,GCA_003546765.1,Aphanomyces astaci,112090
RHY79315.1,-,Pkinase,PF00069.31,1.4e-60,204.8,0,1.9e-60,204.4,0,GCA_003546785.1,Aphanomyces astaci,112090
RHY78652.1,-,Pkinase,PF00069.31,1.4e-60,204.8,0,1.9e-60,204.4,0,GCA_003546805.1,Aphanomyces astaci,112090
RHZ09531.1,-,Pkinase,PF00069.31,3.1e-59,200.1,0,4.3e-59,199.7,0,GCA_003546825.1,Aphanomyces astaci,112090
RLO11326.1,-,Pkinase,PF00069.31,5.8e-61,206,0,7.9e-61,205.6,0,GCA_003666305.1,Aphanomyces astaci,112090
RQM11690.1,-,Pkinase,PF00069.31,9.299999999999997e-56,188.1,0,1.3e-55,187.6,0,GCA_003843895.1,Peronospora effusa,542832
